timestamp,cpu_percent,mem_used_mb,mem_total_mb,mem_percent,load_1m
2026-05-26T18:49:02+00:00,11.8,282,957,29.46,0.00
2026-05-26T18:49:04+00:00,6.7,282,957,29.46,0.00
2026-05-26T18:49:05+00:00,6.2,282,957,29.46,0.00
2026-05-26T18:49:06+00:00,6.2,281,957,29.45,0.00
2026-05-26T18:49:07+00:00,6.2,281,957,29.45,0.00
2026-05-26T18:49:08+00:00,6.2,281,957,29.45,0.00
2026-05-26T18:49:10+00:00,18.8,281,957,29.45,0.00
2026-05-26T18:49:11+00:00,6.2,281,957,29.45,0.00
2026-05-26T18:49:12+00:00,6.2,281,957,29.45,0.00
2026-05-26T18:49:13+00:00,6.2,281,957,29.45,0.00
2026-05-26T18:49:14+00:00,6.2,281,957,29.45,0.00
2026-05-26T18:49:16+00:00,18.8,281,957,29.45,0.00
2026-05-26T18:49:17+00:00,100,281,957,29.44,0.00
2026-05-26T18:49:18+00:00,100,281,957,29.44,0.00
2026-05-26T18:49:19+00:00,100,281,957,29.44,0.00
2026-05-26T18:49:20+00:00,6.2,281,957,29.44,0.00
2026-05-26T18:49:22+00:00,100,281,957,29.44,0.00
2026-05-26T18:49:23+00:00,6.7,281,957,29.44,0.00
2026-05-26T18:49:24+00:00,13.3,281,957,29.44,0.00
2026-05-26T18:49:25+00:00,12.5,281,957,29.44,0.00
2026-05-26T18:49:26+00:00,100,281,957,29.44,0.00
2026-05-26T18:49:28+00:00,6.2,281,957,29.44,0.00
2026-05-26T18:49:29+00:00,100,281,957,29.44,0.00
2026-05-26T18:49:30+00:00,6.2,281,957,29.44,0.00
2026-05-26T18:49:31+00:00,6.7,281,957,29.44,0.00
2026-05-26T18:49:32+00:00,6.2,281,957,29.44,0.00
2026-05-26T18:49:34+00:00,100,281,957,29.44,0.00
2026-05-26T18:49:35+00:00,6.2,281,957,29.44,0.00
2026-05-26T18:49:36+00:00,100,281,957,29.44,0.00
2026-05-26T18:49:37+00:00,6.2,281,957,29.44,0.00
2026-05-26T18:49:38+00:00,13.3,281,957,29.44,0.00
2026-05-26T18:49:40+00:00,6.2,281,957,29.44,0.00
2026-05-26T18:49:41+00:00,6.2,281,957,29.44,0.00
2026-05-26T18:49:42+00:00,11.8,281,957,29.44,0.00
2026-05-26T18:49:43+00:00,6.2,281,957,29.44,0.00
2026-05-26T18:49:44+00:00,6.2,281,957,29.44,0.00
2026-05-26T18:49:46+00:00,6.2,281,957,29.44,0.00
2026-05-26T18:49:47+00:00,100,281,957,29.43,0.00
2026-05-26T18:49:48+00:00,6.2,281,957,29.43,0.00
2026-05-26T18:49:49+00:00,6.2,281,957,29.43,0.00
2026-05-26T18:49:50+00:00,6.2,281,957,29.43,0.00
2026-05-26T18:49:52+00:00,12.5,281,957,29.43,0.00
2026-05-26T18:49:53+00:00,13.3,281,957,29.43,0.00
2026-05-26T18:49:54+00:00,6.2,281,957,29.43,0.00
2026-05-26T18:49:55+00:00,6.2,281,957,29.43,0.00
2026-05-26T18:49:56+00:00,11.8,281,957,29.43,0.00
2026-05-26T18:49:58+00:00,100,281,957,29.43,0.00
2026-05-26T18:49:59+00:00,6.2,281,957,29.43,0.00
2026-05-26T18:50:00+00:00,6.7,281,957,29.43,0.00
2026-05-26T18:50:01+00:00,6.2,281,957,29.43,0.00
2026-05-26T18:50:02+00:00,6.2,281,957,29.43,0.00
2026-05-26T18:50:03+00:00,100,281,957,29.43,0.00
2026-05-26T18:50:05+00:00,100,281,957,29.43,0.00
2026-05-26T18:50:06+00:00,6.2,281,957,29.43,0.00
2026-05-26T18:50:07+00:00,18.8,281,957,29.43,0.00
