timestamp,http_code,time_total,time_connect,time_appconnect,time_starttransfer,size_download
2026-05-26T18:54:06+00:00,200,0.478033,0.021566,0.466293,0.477971,615
2026-05-26T18:54:06+00:00,200,0.434425,0.009883,0.420155,0.434373,615
2026-05-26T18:54:06+00:00,200,0.194889,0.004357,0.186243,0.194828,615
2026-05-26T18:54:06+00:00,200,0.275685,0.001810,0.268477,0.275560,615
2026-05-26T18:54:06+00:00,200,0.282397,0.000958,0.275957,0.279846,615
2026-05-26T18:54:10+00:00,200,0.325340,0.002976,0.313531,0.325279,615
2026-05-26T18:54:10+00:00,200,0.326440,0.008938,0.319194,0.326311,615
2026-05-26T18:54:10+00:00,200,0.268791,0.022697,0.266110,0.268734,615
2026-05-26T18:54:10+00:00,200,0.182376,0.004529,0.176503,0.182321,615
2026-05-26T18:54:10+00:00,200,0.134693,0.004529,0.132089,0.134641,615
2026-05-26T18:54:13+00:00,200,0.231813,0.001915,0.222475,0.231756,615
2026-05-26T18:54:13+00:00,200,0.274041,0.011651,0.264637,0.273983,615
2026-05-26T18:54:13+00:00,200,0.339324,0.008516,0.336656,0.339268,615
2026-05-26T18:54:13+00:00,200,0.356248,0.001215,0.343883,0.356189,615
2026-05-26T18:54:13+00:00,200,0.334062,0.002291,0.329010,0.334002,615
2026-05-26T18:54:17+00:00,200,0.310977,0.004603,0.301027,0.310776,615
2026-05-26T18:54:17+00:00,200,0.352592,0.001157,0.351143,0.352536,615
2026-05-26T18:54:17+00:00,200,0.244015,0.006511,0.239612,0.243958,615
2026-05-26T18:54:17+00:00,200,0.208731,0.008736,0.201544,0.208673,615
2026-05-26T18:54:17+00:00,200,0.184230,0.001885,0.176743,0.184176,615
2026-05-26T18:54:20+00:00,200,0.357419,0.013794,0.355766,0.357343,615
2026-05-26T18:54:20+00:00,200,0.317784,0.012604,0.309741,0.317727,615
2026-05-26T18:54:20+00:00,200,0.180281,0.014507,0.169584,0.180220,615
2026-05-26T18:54:20+00:00,200,0.194360,0.001120,0.193421,0.194301,615
2026-05-26T18:54:20+00:00,200,0.168713,0.003858,0.166225,0.168648,615
2026-05-26T18:54:24+00:00,200,0.437160,0.018327,0.418486,0.425989,615
2026-05-26T18:54:24+00:00,200,0.324365,0.001286,0.320803,0.324297,615
2026-05-26T18:54:24+00:00,200,0.261866,0.007562,0.259199,0.261810,615
2026-05-26T18:54:24+00:00,200,0.227752,0.000681,0.217366,0.227676,615
2026-05-26T18:54:24+00:00,200,0.195964,0.002162,0.193794,0.195912,615
2026-05-26T18:54:28+00:00,200,0.319365,0.015348,0.314503,0.319309,615
2026-05-26T18:54:28+00:00,200,0.282627,0.000795,0.281850,0.282571,615
2026-05-26T18:54:28+00:00,200,0.192988,0.012972,0.186257,0.192935,615
2026-05-26T18:54:28+00:00,200,0.183213,0.000906,0.181550,0.183155,615
2026-05-26T18:54:28+00:00,200,0.177388,0.001728,0.174923,0.177338,615
2026-05-26T18:54:31+00:00,200,0.381313,0.012080,0.372341,0.381256,615
2026-05-26T18:54:31+00:00,200,0.397664,0.009783,0.393818,0.397583,615
2026-05-26T18:54:31+00:00,200,0.187259,0.005580,0.185791,0.187206,615
2026-05-26T18:54:31+00:00,200,0.253180,0.001271,0.247915,0.253112,615
2026-05-26T18:54:31+00:00,200,0.155108,0.007446,0.153610,0.155068,615
2026-05-26T18:54:34+00:00,200,0.329109,0.002672,0.328159,0.329059,615
2026-05-26T18:54:34+00:00,200,0.377197,0.003498,0.362481,0.377120,615
2026-05-26T18:54:34+00:00,200,0.260769,0.006673,0.254661,0.260707,615
2026-05-26T18:54:34+00:00,200,0.281905,0.008619,0.278906,0.281845,615
2026-05-26T18:54:34+00:00,200,0.276892,0.009671,0.267042,0.276831,615
2026-05-26T18:54:38+00:00,200,0.301008,0.000910,0.299396,0.300922,615
2026-05-26T18:54:38+00:00,200,0.226813,0.002098,0.220144,0.226753,615
2026-05-26T18:54:38+00:00,200,0.277773,0.005335,0.247696,0.277721,615
2026-05-26T18:54:38+00:00,200,0.320389,0.012881,0.318142,0.320334,615
2026-05-26T18:54:38+00:00,200,0.291162,0.000848,0.289475,0.291084,615
2026-05-26T18:54:41+00:00,200,0.351126,0.001540,0.332967,0.351063,615
2026-05-26T18:54:41+00:00,200,0.343121,0.012677,0.331544,0.343040,615
2026-05-26T18:54:41+00:00,200,0.281081,0.002323,0.272363,0.281025,615
2026-05-26T18:54:41+00:00,200,0.217324,0.013793,0.216422,0.217261,615
2026-05-26T18:54:41+00:00,200,0.133138,0.003858,0.132154,0.133081,615
