timestamp,cpu_percent,mem_used_mb,mem_total_mb,mem_percent,load_1m
2026-05-26T18:55:54+00:00,100,348,1963,17.76,0.14
2026-05-26T18:55:55+00:00,6.1,348,1963,17.76,0.14
2026-05-26T18:55:57+00:00,11.8,348,1963,17.76,0.14
2026-05-26T18:55:58+00:00,3.1,348,1963,17.76,0.14
2026-05-26T18:55:59+00:00,8.8,348,1963,17.76,0.13
2026-05-26T18:56:00+00:00,5.9,348,1963,17.76,0.13
2026-05-26T18:56:02+00:00,3.1,348,1963,17.76,0.13
2026-05-26T18:56:03+00:00,3.2,348,1963,17.76,0.13
2026-05-26T18:56:04+00:00,100,348,1963,17.76,0.12
2026-05-26T18:56:05+00:00,8.6,348,1963,17.76,0.12
2026-05-26T18:56:06+00:00,5.9,348,1963,17.76,0.12
2026-05-26T18:56:08+00:00,8.8,348,1963,17.76,0.12
2026-05-26T18:56:09+00:00,9.1,348,1963,17.76,0.11
2026-05-26T18:56:10+00:00,3.2,348,1963,17.76,0.11
2026-05-26T18:56:11+00:00,3.1,348,1963,17.76,0.11
2026-05-26T18:56:12+00:00,6.2,348,1963,17.76,0.11
2026-05-26T18:56:14+00:00,3.1,348,1963,17.77,0.10
2026-05-26T18:56:15+00:00,100,349,1963,17.78,0.10
2026-05-26T18:56:16+00:00,2.9,349,1963,17.78,0.10
2026-05-26T18:56:17+00:00,8.6,349,1963,17.78,0.10
2026-05-26T18:56:18+00:00,6.1,349,1963,17.78,0.09
2026-05-26T18:56:20+00:00,3.1,349,1963,17.78,0.09
2026-05-26T18:56:21+00:00,3,349,1963,17.78,0.09
2026-05-26T18:56:22+00:00,6.1,349,1963,17.78,0.09
2026-05-26T18:56:23+00:00,18.2,349,1963,17.78,0.16
2026-05-26T18:56:25+00:00,6.1,349,1963,17.78,0.16
2026-05-26T18:56:26+00:00,12.1,349,1963,17.78,0.16
2026-05-26T18:56:27+00:00,3.1,349,1963,17.78,0.16
2026-05-26T18:56:28+00:00,5.9,349,1963,17.78,0.16
2026-05-26T18:56:29+00:00,8.6,349,1963,17.78,0.15
2026-05-26T18:56:31+00:00,3,349,1963,17.78,0.15
2026-05-26T18:56:32+00:00,9.1,349,1963,17.78,0.15
2026-05-26T18:56:33+00:00,3.1,349,1963,17.78,0.15
2026-05-26T18:56:34+00:00,3.1,349,1963,17.78,0.22
2026-05-26T18:56:36+00:00,6.1,349,1963,17.78,0.22
2026-05-26T18:56:37+00:00,5.9,349,1963,17.78,0.22
2026-05-26T18:56:38+00:00,9.1,349,1963,17.78,0.22
2026-05-26T18:56:39+00:00,3.1,349,1963,17.78,0.20
2026-05-26T18:56:40+00:00,3.1,349,1963,17.78,0.20
2026-05-26T18:56:42+00:00,8.6,349,1963,17.78,0.20
2026-05-26T18:56:43+00:00,3.1,349,1963,17.78,0.20
2026-05-26T18:56:44+00:00,3.2,349,1963,17.78,0.27
2026-05-26T18:56:45+00:00,3.1,349,1963,17.78,0.27
2026-05-26T18:56:47+00:00,5.9,349,1963,17.78,0.27
2026-05-26T18:56:48+00:00,3,349,1963,17.78,0.27
2026-05-26T18:56:49+00:00,8.6,349,1963,17.78,0.24
2026-05-26T18:56:50+00:00,3,349,1963,17.78,0.24
2026-05-26T18:56:51+00:00,3.1,349,1963,17.78,0.24
2026-05-26T18:56:53+00:00,5.9,349,1963,17.78,0.24
2026-05-26T18:56:54+00:00,8.6,349,1963,17.78,0.30
2026-05-26T18:56:55+00:00,3.1,349,1963,17.78,0.30
2026-05-26T18:56:56+00:00,3,349,1963,17.78,0.30
2026-05-26T18:56:58+00:00,3.1,349,1963,17.78,0.30
2026-05-26T18:56:59+00:00,6.1,349,1963,17.78,0.28
2026-05-26T18:57:00+00:00,3,349,1963,17.78,0.28
2026-05-26T18:57:01+00:00,6.1,349,1963,17.78,0.28
2026-05-26T18:57:02+00:00,6.1,349,1963,17.78,0.28
2026-05-26T18:57:04+00:00,6.5,349,1963,17.78,0.34
2026-05-26T18:57:05+00:00,5.9,349,1963,17.78,0.34
2026-05-26T18:57:06+00:00,8.6,349,1963,17.78,0.34
2026-05-26T18:57:07+00:00,3,349,1963,17.78,0.34
2026-05-26T18:57:09+00:00,3.1,349,1963,17.78,0.39
2026-05-26T18:57:10+00:00,6.1,349,1963,17.78,0.39
2026-05-26T18:57:11+00:00,3,349,1963,17.78,0.39
2026-05-26T18:57:12+00:00,11.8,349,1963,17.78,0.39
2026-05-26T18:57:13+00:00,42.4,349,1963,17.78,0.44
2026-05-26T18:57:15+00:00,8.6,349,1963,17.78,0.44
2026-05-26T18:57:16+00:00,6.5,349,1963,17.78,0.44
2026-05-26T18:57:17+00:00,100,349,1963,17.78,0.44
2026-05-26T18:57:18+00:00,3.3,349,1963,17.78,0.44
2026-05-26T18:57:20+00:00,3.1,349,1963,17.78,0.40
2026-05-26T18:57:21+00:00,100,349,1963,17.78,0.40
2026-05-26T18:57:22+00:00,3.1,349,1963,17.78,0.40
